division,line,borough,stop_name,complex_id,constituent_station_name,station_id,gtfs_stop_id,daytime_routes,entrance_type,entry_allowed,exit_allowed,entrance_latitude,entrance_longitude,entrance_georeference,stationlatitude,entity,daytimeroutes,vending,entrancegeoreference,northsouthstreet,entrancetype,entrancelongitude,staffing,stationname,stationgeoreference,corner,ts,exitonly,entrancelatitude,eastweststreet,uuid,stationlongitude
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Elevator,YES,YES,40.6225859,-74.0283617,"{""type"":""Point"",""coordinates"":[-74.0283617,40.6225859]}",,,R,,"[-74.0283617,40.6225859]",,Elevator,-74.0283617,,,,,1750898815217,,40.6225859,,c205364e-52c8-427f-8818-4ef27f935076,
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Stair,YES,YES,40.6224943,-74.0286163,"{""type"":""Point"",""coordinates"":[-74.0286163,40.6224943]}",,,R,,"[-74.0286163,40.6224943]",,Stair,-74.0286163,,,,,1750898815219,,40.6224943,,279959ae-48c0-4e37-b17b-9b1aeb416ff2,
BMT,4th Av,B,Bay Ridge-95 St,39,Bay Ridge-95 St,39,R45,R,Stair,YES,YES,40.616021,-74.031383,"{""type"":""Point"",""coordinates"":[-74.031383,40.616021]}",,,R,,"[-74.031383,40.616021]",,Stair,-74.031383,,,,,1750898815221,,40.616021,,f7aeb7b8-dd50-4092-8853-376d3852b096,
BMT,4th Av,B,Bay Ridge-95 St,39,Bay Ridge-95 St,39,R45,R,Stair,YES,YES,40.6162027,-74.031236,"{""type"":""Point"",""coordinates"":[-74.031236,40.6162027]}",,,R,,"[-74.031236,40.6162027]",,Stair,-74.031236,,,,,1750898815222,,40.6162027,,c0e34c0b-6c47-4821-b184-c73a718a8caa,
BMT,4th Av,B,Bay Ridge-95 St,39,Bay Ridge-95 St,39,R45,R,Easement - Street,YES,YES,40.6159342,-74.0308333,"{""type"":""Point"",""coordinates"":[-74.0308333,40.6159342]}",,,R,,"[-74.0308333,40.6159342]",,Easement - Street,-74.0308333,,,,,1750898815222,,40.6159342,,8919786d-2822-48d2-a855-0836f4c2307f,
BMT,4th Av,B,Bay Ridge-95 St,39,Bay Ridge-95 St,39,R45,R,Stair,YES,YES,40.617604,-74.0306828,"{""type"":""Point"",""coordinates"":[-74.0306828,40.617604]}",,,R,,"[-74.0306828,40.617604]",,Stair,-74.0306828,,,,,1750898815223,,40.617604,,cf2d11df-ee9b-4393-9ba9-4d2e006deb7c,
BMT,4th Av,B,Bay Ridge-95 St,39,Bay Ridge-95 St,39,R45,R,Stair,YES,YES,40.6173787,-74.0304053,"{""type"":""Point"",""coordinates"":[-74.0304053,40.6173787]}",,,R,,"[-74.0304053,40.6173787]",,Stair,-74.0304053,,,,,1750898815224,,40.6173787,,69665af0-3456-4989-9f20-d53feb4e18d4,
IND,63rd St,Q,21 St-Queensbridge,221,21 St-Queensbridge,221,B04,F,Escalator,YES,YES,40.7541656,-73.9425499,"{""type"":""Point"",""coordinates"":[-73.9425499,40.7541656]}",,,F,,"[-73.9425499,40.7541656]",,Escalator,-73.9425499,,,,,1750898815224,,40.7541656,,9b816e50-5d0f-4ac4-8730-cdc48684489c,
IND,63rd St,Q,21 St-Queensbridge,221,21 St-Queensbridge,221,B04,F,Elevator,YES,YES,40.7543246,-73.9423416,"{""type"":""Point"",""coordinates"":[-73.9423416,40.7543246]}",,,F,,"[-73.9423416,40.7543246]",,Elevator,-73.9423416,,,,,1750898815224,,40.7543246,,f1dff057-6ecd-4590-95f7-bb1de30a614d,
IND,63rd St,Q,21 St-Queensbridge,221,21 St-Queensbridge,221,B04,F,Stair,YES,YES,40.7540129,-73.9422248,"{""type"":""Point"",""coordinates"":[-73.9422248,40.7540129]}",,,F,,"[-73.9422248,40.7540129]",,Stair,-73.9422248,,,,,1750898815225,,40.7540129,,59be9d46-4ca4-4c28-9fcf-52a37c61049a,
IND,63rd St,Q,21 St-Queensbridge,221,21 St-Queensbridge,221,B04,F,Stair,YES,YES,40.754262,-73.9419961,"{""type"":""Point"",""coordinates"":[-73.9419961,40.754262]}",,,F,,"[-73.9419961,40.754262]",,Stair,-73.9419961,,,,,1750898815225,,40.754262,,a859aa38-7163-4763-8b57-48bab9c2c699,
IND,63rd St,M,Roosevelt Island,222,Roosevelt Island,222,B06,F,Station House,YES,YES,40.7590185,-73.9534576,"{""type"":""Point"",""coordinates"":[-73.9534576,40.7590185]}",,,F,,"[-73.9534576,40.7590185]",,Station House,-73.9534576,,,,,1750898815235,,40.7590185,,ab2a258f-0ed6-45e9-9952-7b1eaab2a74e,
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Easement - Street,YES,YES,40.7649678,-73.9666793,"{""type"":""Point"",""coordinates"":[-73.9666793,40.7649678]}",,,F Q,,"[-73.9666793,40.7649678]",,Easement - Street,-73.9666793,,,,,1750898815236,,40.7649678,,971732f0-e941-4029-b4d1-696cb195ff9f,
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Stair,YES,YES,40.7647383,-73.9665531,"{""type"":""Point"",""coordinates"":[-73.9665531,40.7647383]}",,,F Q,,"[-73.9665531,40.7647383]",,Stair,-73.9665531,,,,,1750898815236,,40.7647383,,09ec0faf-f614-4e34-a5c6-0c4fab9f9301,
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Easement - Street,YES,YES,40.764896,-73.966426,"{""type"":""Point"",""coordinates"":[-73.966426,40.764896]}",,,F Q,,"[-73.966426,40.764896]",,Easement - Street,-73.966426,,,,,1750898815237,,40.764896,,2ef63fd6-479b-4052-972c-b54a610c47f5,
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Stair,YES,YES,40.7641013,-73.9650414,"{""type"":""Point"",""coordinates"":[-73.9650414,40.7641013]}",,,F Q,,"[-73.9650414,40.7641013]",,Stair,-73.9650414,,,,,1750898815237,,40.7641013,,dd18ae08-c7b0-4ced-b585-123758047aec,
