station,borough,trainno,equipmentno,equipmenttype,serving,ADA,isactive,nonNYCT,shortdescription,linesservedbyelevator,elevatorsgtfsstopid,elevatormrn,stationcomplexid,nextadanorth,nextadasouth,redundant,busconnections,alternativeroute
34 St-Hudson Yards,,7,ES627,ES,Hudson Blvd E (between 33 St & 34 St) to upper mezzanine,N,Y,N,Street to upper mezzanine,7,726,471,471,,,0,"M11, M12, M34 SBS",
34 St-Penn Station,,A/C/E,EL226,EL,uptown C/E platform to lower mezzanine for access to Penn Station concourse and rest of complex,Y,N,N,Uptown C/E to mezzanine,A/C/E,A28,164,164,"163, A, C, E","166, A, C, E",0,"M20 (northbound), M34 SBS; M34A SBS","This elevator is out of service for replacement. 

For uptown and Queens-bound service from the mezzanine, take an uptown A to 42 St - Port Authority Bus Terminal and transfer to C or E. Alternatively, proceed to the NE corner of 8 Av and 34 St. Then, take a Lincoln Center-bound M20 or PA Bus Terminal-bound M34A to 8 Av and 40 St. Enter the 42 St - Port Authority Bus Terminal station for access to A/C/E service.

To exit, take an uptown C or E to 42 St - Port Authority Bus Terminal. Use ramps to change directions and take a downtown A, C, or E to 34 St - Penn Station. "
34 St-Penn Station,,A/C/E,EL225,EL,34 St & 8th Ave (SE corner) to uptown C/E platform and access to rest of complex,Y,N,N,Street to uptown C/E,A/C/E,A28,164,164,"163, A, C, E","166, A, C, E",1,"M20 (northbound), M34 SBS; M34A SBS","This elevator is out of service for replacement. 

For uptown and Queens-bound service, proceed to the NE corner of 8 Av and 34 St. Then, take a Lincoln Center-bound M20 or PA Bus Terminal-bound M34A to 8 Av and 40 St. Enter the 42 St - Port Authority Bus Terminal station for access to A/C/E service.

To exit, take an uptown C or E to 42 St - Port Authority Bus Terminal. Use ramps to change directions and take a downtown A, C, or E to 34 St - Penn Station. "
34 St-Penn Station,,A/C/E,EL228,EL,Penn Station concourse to downtown C/E platform,Y,Y,N,Mezzanine to downtown C/E,C/E,A28,164,164,"163, A, C, E","166, A, C, E",0,"M20 (northbound), M34 SBS; M34A SBS","If you are on the platform: Take a downtown A to 14 St and transfer to an uptown local C or E to 34 St-Penn Station. If you are on the mezzanine:  Take an uptown C or E to 42 St/Port Authority Bus Terminal and transfer across the platform for an uptown A or use ramps
to transfer to a downtown A. Or, use elevators to exit the station and take an uptown M20 bus to 34 St."
34 St-Penn Station,,A/C/E,EL227,EL,Penn Station concourse to A platform for service in both directions,Y,Y,N,Mezzanine to A platform,A,A28,164,164,"163, A, C, E","166, A, C, E",0,"M20 (northbound), M34 SBS; M34A SBS","If you are on the mezzanine: Take an uptown C or E to 42 St/Port Authority Bus Terminal and transfer across the platform for an uptown A or use ramps to transfer to a downtown A.
If you are on the A platform and Penn Station is your destination, take a downtown A train to 14 St and transfer to an uptown C/E train to 34 St – Penn Station, then use the elevators to exit the station."
34 St-Penn Station,,1/2/3/LIRR,EL215,EL,"concourse level of Penn Station to platform for 2/3 service in both directions.
",Y,Y,N,Penn Station concourse to 2/3,2/3,128,318,318,"317, 1, 2, 3","322, 1, 2 / 327, 3",0,"M4 (northbound at 32 St), M7 (southbound), M20 (southbound), M34 SBS; M34A SBS, Q32 (northbound at 32 St), BxM2 (southbound; northbound at 6 Av)","If you are on the mezzanine:  Take an uptown 1 to Times Sq-42 St and transfer across the platform to an uptown 2 or 3 or use elevators to transfer to downtown 2 or 3. If you are on the platform: Take an uptown 2 or 3 to Times Sq-42 St, then either: Use elevators to transfer to a downtown 1 to 34 St-Penn Station. Or, use elevators to exit the station and take an M7 or M20 bus (7 Av between 42 St and 41 St) to 34 St."
34 St-Penn Station,,1/2/3/LIRR,EL214,EL,concourse level of Penn Station to platform for uptown 1 service,Y,Y,N,Mezzanine to uptown 1,1,128,318,318,"317, 1, 2, 3","322, 1, 2 / 327, 3",0,"M4 (northbound at 32 St), M7 (southbound), M20 (southbound), M34 SBS; M34A SBS, Q32 (northbound at 32 St), BxM2 (southbound; northbound at 6 Av)","If you are on the mezzanine:  Take an uptown 2 or 3 to Times Sq-42 St and transfer to an uptown 1 across the platform. If you are on the platform: Take an uptown 1 to Times Sq-42 St, then either: Use elevators to transfer to a downtown 1, 2 or 3 to 34 St-Penn Station. Or, use elevators to exit the station and take an M7 or M20 bus (7 Av between 42 St and 41 St) to 34 St."
34 St-Penn Station,,1/2/3/LIRR,EL216,EL,concourse level of Penn Station to platform for downtown 1 service,Y,Y,N,Mezzanine to downtown 1,1,128,318,318,"317, 1, 2, 3","322, 1, 2 / 327, 3",0,"M4 (northbound at 32 St), M7 (southbound), M20 (southbound), M34 SBS; M34A SBS, Q32 (northbound at 32 St), BxM2 (southbound; northbound at 6 Av)","If you are on the mezzanine:  Take an uptown 2 or 3 to Times Sq-42 St and use elevators to transfer to a downtown 1. If you are on the platform: Take a downtown 1 to Chambers St, then either: Use elevators to transfer to an uptown 1, 2 or 3 to 34 St-Penn Station. Or, use elevators to exit the station and take an M55 bus (Church St between Chambers St and Reade St) to 34 St. 34 St-Penn Station is located one block to the west."
34 St-Penn Station,,1/2/3/LIRR,EL618,EL,street to concourse level of Penn Station for direct access to 1/2/3 service in both directions,Y,Y,N,street to concourse,1/2/3/LIRR,128,318,318,"317, 1, 2, 3","322, 1, 2 / 327, 3",1,"M4 (northbound at 32 St), M7 (southbound), M20 (southbound), M34 SBS; M34A SBS, Q32 (northbound at 32 St), BxM2 (southbound; northbound at 6 Av)",From the street: Use elevator at SW corner of 34 St & 7 Av. Proceed one block north on 7 Av and turn left for EL34X at the LIRR entrance. From the concourse: Follow signs to 34 St and proceed to EL34X.
34 St-Penn Station,,1/2/3/LIRR,EL34X,EL,LIRR entrance - south side of 34 St (west of 7th Ave) to Penn Station concourse for service in both directions on all lines,Y,Y,Y,street to concourse,1/2/3/LIRR,128,318,318,"317, 1, 2, 3","322, 1, 2 / 327, 3",1,"M4 (northbound at 32 St), M7 (southbound), M20 (southbound), M34 SBS; M34A SBS, Q32 (northbound at 32 St), BxM2 (southbound; northbound at 6 Av)",From the street: Use elevator at NW corner of 33 St & 7 Av. Proceed one block south on 7 Av and turn right for EL618. From the concourse: Follow signs to the 1/2/3 proceed to EL618.
42 St-Bryant Pk,,B/D/F/M/7,EL294X,EL,42 St & 6th Ave (SW corner) to mezzanine of B/D/F/M and passageway to 7 Line,N,Y,Y,Street to mezzanine,B/D/F/M,D16,226,609,,,0,"M1, M2, M3, M4, M5, M7, M42, M55, Q32, SIM3, SIM6, SIM6X, SIM8, SIM8X, SIM10, SIM22, SIM23, SIM24, SIM25, SIM26, SIM30, SIM31, BxM2, QM1, QM2, QM3, QM4, QM5, QM6, QM20",Alt route not available for this elevator. Please use TripPlanner for latest information.
42 St-Bryant Pk,,B/D/F/M/7,EL295X,EL,39 St & 6th Ave (NW corner) to mezzanine of B/D/F/M and passageway to 7 Line,N,Y,Y,Street to mezzanine,B/D/F/M,D16,226,609,,,0,"M1, M2, M3, M4, M5, M7, M42, M55, Q32, SIM3, SIM6, SIM6X, SIM8, SIM8X, SIM10, SIM22, SIM23, SIM24, SIM25, SIM26, SIM30, SIM31, BxM2, QM1, QM2, QM3, QM4, QM5, QM6, QM20",Alt route not available for this elevator. Please use TripPlanner for latest information.
42 St-Bryant Pk,,B/D/F/M/7,EL287X,EL,42 St & 6th Ave (NW corner) to mezzanine of B/D/F/M and passageway to 7 Line,N,Y,Y,Street to mezzanine,B/D/F/M,D16,226,609,,,0,"M1, M2, M3, M4, M5, M7, M42, M55, Q32, SIM3, SIM6, SIM6X, SIM8, SIM8X, SIM10, SIM22, SIM23, SIM24, SIM25, SIM26, SIM30, SIM31, BxM2, QM1, QM2, QM3, QM4, QM5, QM6, QM20",Alt route not available for this elevator. Please use TripPlanner for latest information.
42St/Port Authority-Bus Terminal,,A/C/E/N/Q/R/W/1/2/3/7/S,EL290X,EL,intermediate landing to mezzanine for A/C/E service in both directions,Y,Y,Y,Landing to mezzanine,A/C/E,127/725/902/A27/R16,011/163/317/467/468,611,"275, E / 315, A, C","164, A, C, E",1,"M7 (southbound), M20 (southbound), M42, BxM2 (southbound; northbound at 7 Av), SIM3, SIM8/8x, SIM10, SIM22, SIM23, SIM24, SIM25, SIM26, SIM30, SIM1c, SIM3c",If you are on the intermediate landing: Take elevator to street level and proceed down 8 Av to Port Authority Bus Terminal for access to subway. If you are on the A/C/E mezzanine: Contact a station agent to re-enter through the faregate and follow signs to exit via Port Authority Bus Terminal.
42St/Port Authority-Bus Terminal,,A/C/E/N/Q/R/W/1/2/3/7/S,EL291X,EL,8th Ave & 44 St entrance (SW corner) to intermediate landing for A/C/E service in both directions,Y,Y,Y,Street to intermediate landing,A/C/E,127/725/902/A27/R16,011/163/317/467/468,611,"275, E / 315, A, C","164, A, C, E",1,"M7 (southbound), M20 (southbound), M42, BxM2 (southbound; northbound at 7 Av), SIM3, SIM8/8x, SIM10, SIM22, SIM23, SIM24, SIM25, SIM26, SIM30, SIM1c, SIM3c",If you are on the street: Proceed down 8 Av to Port Authority Bus Terminal for access to subway. If you are on the intermediate landing: Take elevator down to main mezzanine and re-enter through the faregate. Follow signs to exit via Port Authority Bus Terminal.
42St/Port Authority-Bus Terminal,,A/C/E/N/Q/R/W/1/2/3/7/S,ES607X,ES,A/C/E intermediate mezzanine to 42 St & 8th Ave (SE corner),N,Y,Y,A/C/E intermediate mezzanine to street,A/C/E,127/725/902/A27/R16,011/163/317/467/468,611,,,0,"M7 (southbound), M20 (southbound), M42, BxM2 (southbound; northbound at 7 Av), SIM3, SIM8/8x, SIM10, SIM22, SIM23, SIM24, SIM25, SIM26, SIM30, SIM1c, SIM3c",
42St/Port Authority-Bus Terminal,,A/C/E/N/Q/R/W/1/2/3/7/S,ES606X,ES,A/C/E mezzanine to intermediate mezzanine for 42 St & 8th Ave exit,N,Y,Y,A/C/E mezzanine to intermediate mezzanine,A/C/E,127/725/902/A27/R16,011/163/317/467/468,611,,,0,"M7 (southbound), M20 (southbound), M42, BxM2 (southbound; northbound at 7 Av), SIM3, SIM8/8x, SIM10, SIM22, SIM23, SIM24, SIM25, SIM26, SIM30, SIM1c, SIM3c",
42St/Port Authority-Bus Terminal,,A/C/E/N/Q/R/W/1/2/3/7/S,EL288X,EL,Port Authority Bus Terminal (8th Ave between 41st St & 42nd St) to mezzanine for A/C/E service in both directions via ramps,Y,Y,Y,Bus terminal to subway,A/C/E,127/725/902/A27/R16,011/163/317/467/468,611,"275, E / 315, A, C","164, A, C, E",1,"M7 (southbound), M20 (southbound), M42, BxM2 (southbound; northbound at 7 Av), SIM3, SIM8/8x, SIM10, SIM22, SIM23, SIM24, SIM25, SIM26, SIM30, SIM1c, SIM3c",If you are on the street: Use other elevator in mezzanine to Port Authority Bus Terminal. If you are on the  mezzanine: Use other elevator in mezzanine to Port Authority Bus Terminal.
42St/Port Authority-Bus Terminal,,A/C/E/N/Q/R/W/1/2/3/7/S,EL289X,EL,Port Authority Bus Terminal (8th Ave between 41st St & 42nd St) to mezzanine for A/C/E service in both directions via ramps,Y,Y,Y,Bus terminal to subway,A/C/E,127/725/902/A27/R16,011/163/317/467/468,611,"275, E / 315, A, C","164, A, C, E",1,"M7 (southbound), M20 (southbound), M42, BxM2 (southbound; northbound at 7 Av), SIM3, SIM8/8x, SIM10, SIM22, SIM23, SIM24, SIM25, SIM26, SIM30, SIM1c, SIM3c",If you are on the street: Use other elevator in mezzanine to Port Authority Bus Terminal. If you are on the mezzanine: Use other elevator in mezzanine to Port Authority Bus Terminal.
47-50 Sts-Rockefeller Ctr,,B/D/F/M,EL236,EL,mezzanine to downtown platform,Y,Y,N,Mezzanine to downtown platform,B/D/F/M,D15,225,225,"223, F / 275, M / 315, B, D","12, B, D, F, M",0,"M5, M7, M50, QM1, QM2, QM3, QM4, QM5, QM6, QM10, QM12, QM15, QM16, QM17, QM18, QM20, QM24, BxM2, SIM1C, SIM3, SIM3C, SIM10","If you are on the mezzanine: Use the elevator across the mezzanine to take an uptown B or D to 59 St-Columbus Circle. Then use elevators to transfer to a downtown B or D to 47-50 Sts-Rockefeller Ctr. If you are on the platform:  Take a downtown B, D, F or M to 34 St-Herald Sq, then either: Use elevators to transfer to an uptown B, D, F or M to 47-50 Sts-Rockefeller Ctr. Or, use elevators to exit the station and take an uptown M5 or M7 bus to 49 St and 6 Av."
47-50 Sts-Rockefeller Ctr,,B/D/F/M,EL235,EL,mezzanine to uptown platform,Y,Y,N,Mezzanine to uptown platform,B/D/F/M,D15,225,225,"223, F / 275, M / 315, B, D","12, B, D, F, M",0,"M5, M7, M50, QM1, QM2, QM3, QM4, QM5, QM6, QM10, QM12, QM15, QM16, QM17, QM18, QM20, QM24, BxM2, SIM1C, SIM3, SIM3C, SIM10","If you are on the mezzanine: Take a downtown B, D, F or M to 34 St-Herald Sq. Then use elevators to transfer to an uptownB, D, F or M . If you are on the platform:  Take an uptown B or D to 59 St-Columbus Circle, then either: Use elevators to transfer to a downtown B or D to 47-50 Sts-Rockefeller Ctr. Or, use elevators to exit the station and take a downtown M7 or M104 bus (Columbus Circle and 8 Av) to 50 St and 7 Av. Then proceed one block east to 6 Av."
47-50 Sts-Rockefeller Ctr,,B/D/F/M,EL234,EL,49 St & 6th Ave (NW corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,B/D/F/M,D15,225,225,"223, F / 275, M / 315, B, D","12, B, D, F, M",0,"M5, M7, M50, QM1, QM2, QM3, QM4, QM5, QM6, QM10, QM12, QM15, QM16, QM17, QM18, QM20, QM24, BxM2, SIM1C, SIM3, SIM3C, SIM10","If you are on the street: If this elevator is out of service, take an uptown M5 or M7 bus to Central Park South and Columbus Circle, then either: For B/D service, use the elevator to enter 59 St-Columbus Circle Station. Or, for F/M service, use the elevator to enter 59 St-Columbus Circle Station and take a downtown B or D to 47-50 Sts-Rockfeller Ctr. Then transfer across the platform for a downtown F or M or use elevators to transfer to an uptown F or M. If you are on the mezzanine: See a station agent to re-enter through the faregate and use the elevator to take a downtown B, D, F or M to 34 St-Herald Sq. Then use elevators to exit the station and take an uptown M5 or M7 bus to 49 St and 6 Av."
49 St,,N/R/W,EL268X,EL,49 St & 7th Ave (NE corner) to uptown platform,Y,Y,Y,Street to uptown platform,N/R/W,R15,010,10,"2, W / 9, N, R","317, R",0,"M7 (southbound; northbound at 6 Av), M20 (southbound; northbound at 8 Av), M50, M104 (southbound; northbound at 8 Av)","If you are on the street: Proceed to 7 Av and take a downtown M7, M20, or M104 bus to Times Sq-42 St. If you are at the platform: Contact a station agent to re-enter through the faregate then either: Take a Queens-bound R to Queens Plaza and use elevators to transfer to a Manhattan-bound E to 50 St. Use elevators to exit the station.  Or, take a Queens-bound R to Queens Plaza and use elevators to exit the station. Take a Penn Station-bound Q32 bus (Queens Blvd at Queens Plaza E) to 5 Av and 49 St. Transfer to a westbound M50 bus to 7 Av. Or, take an uptown N, R or W to 57 St and transfer across the platform to the Q.  Take the Q to 72 St and use elevators to exit the station. Take a downtown M15 bus to E 49 St and 2 Av and transfer to a westbound M50 bus to Broadway."
5 Av/53 St,,E/M,ES242,ES,mezzanine (Madison Ave & 53 St) to downtown platform,N,Y,N,Mezzanine to downtown platform,E/M,F12,276,276,,,0,,
5 Av/53 St,,E/M,ES240,ES,mezzanine (5th Ave & 53 St) to downtown platform,N,Y,N,Southbound Platform to Mezzanine,E/M,F12,276,276,,,0,,
5 Av/53 St,,E/M,ES241,ES,downtown platform to mezzanine for Madison Ave & 53 St exit,N,Y,N,Downtown platform to mezzanine,E/M,F12,276,276,,,0,,
5 Av/53 St,,E/M,ES239,ES,downtown platform to mezzanine for 5th Ave & 53 St exit,N,N,N,Downtown platform to mezzanine,E/M,F12,276,276,,,0,,
50 St,,C/E,EL207X,EL,49 St and 8th Ave (NW corner) to downtown C and access to downtown E,Y,Y,Y,Street to downtown C,C/E,A25,162,162,"275, E / 315, C","163, C, E",0,"M20 (northbound), M50, M104 (northbound)",If you are on the street: Take an uptown M20 or M104 (8 Av and 49 St) to Central Park West and Columbus Circle. Use elevator to enter 59 St-Columbus Circle station for C service. Transfer available to E across the platform at 42 St/Port Authority. If you are at the platform:  See a station agent to re-enter faregates and take a downtown C to 42 St/Port Authority Bus Terminal. Use elevators to exit station and take an uptown M20 or M104 (8 Av and 43 St ) to 49 St.
50 St,,C/E,EL208X,EL,downtown C platform to downtown E platform,Y,Y,Y,Downtown C to downtown E,E,A25,162,162,"275, E / 315, C","163, C, E",0,"M20 (northbound), M50, M104 (northbound)","If you are on the C platform: Take a downtown C to 42 St/Port Authority Bus Terminal. Then transfer to a southbound E, on the same plaform. If you are E platform: Take a downtown E to 42 St/Port Authority Bus Terminal. Then either: To reach 50 St Station and vicinity, use elevators to exit station and  take an uptown M20 or M104 (8 Av and 43 St ) to 49 St. Or, transfer to a Southbound C on the same plaform for service to Fulton St and Brooklyn."
50 St,,C/E,ES263X,ES,downtown C platform to 50 St & 8th Ave (SW corner),N,Y,Y,Downtown C to street,C/E,A25,162,162,,,0,"M20 (northbound), M50, M104 (northbound)",
50 St,,C/E,ES264X,ES,downtown E platform to downtown C platform and access to street,N,Y,Y,Downtown E to downtown C,C/E,A25,162,162,,,0,"M20 (northbound), M50, M104 (northbound)",
51 St,,E/M/6,EL202,EL,downtown 6 platform to underpass for access to uptown 6 and E/M service in both directions,Y,Y,N,Underpass to downtown 6,6,630/F11,275/401,612,"397, 6","402, 6",0,"M20 (northbound; southbound at 7 Av), M50, M104 (northbound; southbound at 7 Av)","If you are on the downtown 6 platform: Take a downtown 6 to Grand Central-42 St and then either: Use elevators to transfer to an uptown 6 to 51 St. Or, exit station and board an M101 LTD, M102, or M103 bus (3 Av between 42 and 43 St) to 50 St. Proceed west to Lexington Av. If you are on the underpass: Use elevators to exit station and take a downtown M102 or M103 (Lexington Av & E 53 St) to Lexington Av and 42nd St for 42nd St-Grand Central Station.    Or, use elevator at other end of underpass to take uptown 6 to 125th Street. Use elevators to transfer to downtown 6."
51 St,,E/M/6,EL201,EL,mezzanine to underpass for access to downtown 6 service,Y,Y,N,Mezzanine to downtown 6 underpass,6,630/F11,275/401,612,"397, 6","402, 6",0,"M20 (northbound; southbound at 7 Av), M50, M104 (northbound; southbound at 7 Av)","If you are on the mezzanine: Take an uptown 6 to 125th Street.  Then use elevators to transfer to downtown 6. Or, exit faregate and use elevator to exit station and take a downtown M102 or M103 (Lexington Av & E 53 St) to Lexington Av and E 42nd St for 42 St-Grand Central Station.  If you are on the underpass: Take a downtown 6 to Grand Central-42 St then either: Use elevators to transfer to an uptown 6. Or, exit station and take an M101 LTD, M102, or M103 bus (3 Av between 42 St and 43 St) to 50 St. Proceed west to Lexington Av."
51 St,,E/M/6,EL203X,EL,52 St & Lexington Ave (NE corner) to mezzanine for E/M/6 service in both directions,Y,Y,Y,Street to mezzanine,E/M/6,630/F11,275/401,612,"273, E / 274, M / 397, 6","162, E / 225, M / 402, 6",0,"M20 (northbound; southbound at 7 Av), M50, M104 (northbound; southbound at 7 Av)/M50; M101, M102, M103 (all southbound; northbound at 3 Av); SIM6, SIM11, SIM22, SIM26","If you are on the street: Proceed to Grand Central-42 St for 6. Or, take a downtown M101 LTD, M102, or M103 to Grand Central-42 St and take an uptown 6 to 51 St.  If you are on the mezzanine: Take a downtown 6 to Grand Central-42 St. Exit station and take an M101, M102, or M103 bus (3 Av between 42 St and 43 St) to 50 St. Proceed one block west for Lexington Av. Or, take a downtown M to 47-50 Sts-Rockefeller Ctr. Exit station and take an M50 bus (50 St between 6 Av and 5 Av) to Lexington Av."
57 St-7 Av,,N/Q/R/W,EL604,EL,55 St & 7th Ave (NE corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,N/Q/R/W,R14,009,9,"223, Q / 273, R / 461, N, W","317, Q, R, W / 9, N",0,"M7, M20, M31, M57","If you are on the street: For northbound N, R, W service, take a downtown M20 (W 55 St), M7 or M104 (W 54 St) 2 stops (W 50), and proceed one block south to 49 St station. For northbound Q or southbound N,Q,R,W service, take a downtown M20 (W 55 St), M7 (W 54 St) 3 stops or M104 (W 54 St) 4 stops to W 41 St. Proceed one block north to Times Square-42 St.  If you are on the mezzanine: See a station agent to re-enter through the faregate. Take a southbound NQRW to Times Sq-42 St. Then exit the station and proceed one block east to 6 Avenue to take a northbound M5 or M7 (W 42 St and 6 Av) 6 stops to W 57 St."
57 St-7 Av,,N/Q/R/W,EL283,EL,Mezzanine to platform for northbound NQRW service,Y,Y,N,Mezzanine to northbound platform,N/Q/R/W,R14,009,9,"223, Q / 273, R / 461, N, W","317, Q, R, W / 9, N",0,"M7, M20, M31, M57","If you are on the mezzanine: Use EL 282 to take a downtown NQRW to Times-Sq-42 St. Use elevators to transfer to an uptown NQRW. If you are on the platform: take a Q train to Lexington Av/63 St station, then either: Use platform elevator to transfer to a downtown Q train to 57/7. Or, follow the signs to exit the station at E 63 St and Lexington Avenue. Proceed one block south and take a southbound M101, M102, or M103 (E 62 St) 2 stops to E 56 St. Proceed one block north and take a westbound M31 or M57 (E 57 St and Lexington Avenue) 4 stops to W 57 St and 7th Avenue."
57 St-7 Av,,N/Q/R/W,EL282,EL,Mezzanine to platform for southbound NQRW service,Y,Y,N,Mezzanine to southbound platform,N/Q/R/W,R14,009,9,"223, Q / 273, R / 461, N, W","317, Q, R, W / 9, N",0,"M7, M20, M31, M57","If you are on the mezzanine: take a Q train to Lexington Av/63 St station and use platform elevator to transfer to a downtown Q train to 57/7. Or, exit the station and take a downtown M20 (W 55 St) 4 stops to W 41 St. Proceed one block north to Times Square-42 St. If you are on the platform: Take a southbound NQRW to Times Square-42 St. Then either: Use elevators to transfer to an uptown NQRW. Or, exit the station and proceed one block east to 6 Avenue to take a northbound M5 or M7 (W 42 St and 6 Av) 6 stops to W 57 St."
57 St-7 Av,,N/Q/R/W,EL281,EL,57 St & 7th Ave (SW corner) to mezzanine for service in both directions,N,Y,N,Street to mezzanine,N/Q/R/W,R14,009,9,"223, Q / 273, R / 461, N, W","317, Q, R, W / 9, N",0,"M7, M20, M31, M57",Alt route not available for this elevator. Please use TripPlanner for latest information.
59 St,,N/R/W/4/5/6,ES213,ES,N/R/W transfer mezzanine to uptown 6 platform,N,N,N,N/R/W mezzanine to uptown 6,4/5/6,629/R11,007/400,613,,,0,,
59 St,,N/R/W/4/5/6,ES214,ES,N/R/W transfer mezzanine to downtown 6 platform,N,N,N,N/R/W mezzanine to downtown 6,4/5/6,629/R11,007/400,613,,,0,,
59 St,,N/R/W/4/5/6,ES211,ES,uptown 4/5 platform to uptown 6 platform,N,Y,N,Uptown 4/5 to uptown 6,4/5/6,629/R11,007/400,613,,,0,,
59 St,,N/R/W/4/5/6,ES212,ES,downtown 4/5 platform to downtown 6 platform,N,Y,N,Downtown 4/5 to downtown 6,4/5/6,629/R11,007/400,613,,,0,,
59 St,,N/R,EL389,EL,mezzanine to platform for Coney Island-bound N and Bay Ridge-bound R service,Y,Y,N,Mezzanine to Brooklyn-bound platform,N/R,R41,035,35,"27, N, R","38, R / 71, N",0,"B9, B37 (on 3rd Av), B63 (on 5th Av)","If you are on the mezzanine: Exit through the faregate and use elevator to exit the station, then either: For Coney Island-bound N, take a Kings Plaza-bound B9 bus (60 St and 4 Av) to 8 Av for 8 Av N station. Or for 86 St R station, take a Bay Ridge-bound B37 bus (3 Av and 61 St) to 86 St. If you are on the platform: Take a Bay Ridge-bound R to 86 St and transfer across the platform to a Manhattan-bound R to 59 St. Or, take a Coney Island-bound N to 8 Av and use elevators to transfer to a Manhattan-bound N to 59 St."
59 St,,N/R,EL388,EL,mezzanine to Manhattan-bound platform,Y,Y,N,Mezzanine to Manhattan-bound platform,N/R,R41,035,35,"27, N, R","38, R / 71, N",0,"B9, B37 (on 3rd Av), B63 (on 5th Av)","If you are on the mezzanine: Use elevator to take a Bay Ridge-bound R to 86 St and transfer across the platform to a Manhattan-bound R. Or, use elevator to take a Coney Island-bound N to 8 Av and use elevators to transfer to a Manhattan-bound N. If you are on the platform: Take a Manhattan-bound N or R to Atlantic Av-Barclays Ctr. Then, use elevators to transfer to a Coney Island-bound N or Bay Ridge-bound R to 59 St."
59 St,,N/R,EL387,EL,4th Ave and 59 St (NW corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,N/R,R41,035,35,"27, N, R","38, R / 71, N",0,"B9, B37 (on 3rd Av), B63 (on 5th Av)","If you are on the street: Take a Kings Plaza-bound B9 bus (60 St and 4 Av) to 8 Av and use elevator to take a Manhattan-bound N to 59 St. Then for Manhattan-bound R service, transfer across the platform. Or for Brooklyn-bound N/R service, use elevators to transfer to a Coney Island-bound N or Bay Ridge-bound R. If you are on the mezzanine: See a station agent to re-enter through the faregate, then either: Use elevator to take a Bay Ridge-bound R to 86 St. Then, use elevators to exit the station and take a Downtown Brooklyn-bound B37 bus (3 Av and 86 St) to 60 St. Or, use elevator to take a Coney Island-bound N to New Utrecht Av. Then, use elevator to exit the station and take a Downtown Brooklyn-bound B9 (60 St and New Utrecht Av) to 4 Av."
59 St-Columbus Circle,,A/C/B/D/1,EL276X,EL,8th Ave & 58 St (NW corner) to mezzanine for downtown 1 service and A/B/C/D service in both directions,Y,Y,Y,Street to downtown 1 & A/B/C/D mezzanine,A/C/B/D/1,125/A24,161/315,614,"314, 1","317, 1",1,"M5, M7, M10, M12, M20, M31, M57 (at 57 St),  M104, X12, X14, X30,  X42 (all at 57 St)/M5, M7, M10, M12, M20, M31, M57 (at 57 St), M104, X12, X14, X42 (all at 57 St)","If you are on the street: Enter on the north side of Columbus Circle and take the elevator to the uptown A, C, B, D platform. Then proceed to the other end of the platform to the elevator for downtown 1. If you are on the mezzanine: See a station agent to re-enter station through the faregate and take elevator to uptown A, C, B, D platform. Then proceed to other end of platform for elevator leading to exit at northwest corner of Columbus Circle and Central Park West."
59 St-Columbus Circle,,A/C/B/D/1,ES251X,ES,8th Ave & 58 St (NW corner) to mezzanine for A/B/C/D & downtown 1 service and access to uptown 1,N,Y,Y,Street to mezzanine,A/C/B/D/1,125/A24,161/315,614,,,0,"M5, M7, M10, M12, M20, M31, M57 (at 57 St),  M104, X12, X14, X30,  X42 (all at 57 St)/M5, M7, M10, M12, M20, M31, M57 (at 57 St), M104, X12, X14, X42 (all at 57 St)",
59 St-Columbus Circle,,A/C/B/D/1,ES250X,ES,A/B/C/D mezzanine to 8th Ave & 58 St (NW corner),N,Y,Y,Mezzanine to street,A/C/B/D/1,125/A24,161/315,614,,,0,"M5, M7, M10, M12, M20, M31, M57 (at 57 St),  M104, X12, X14, X30,  X42 (all at 57 St)/M5, M7, M10, M12, M20, M31, M57 (at 57 St), M104, X12, X14, X42 (all at 57 St)",
59 St-Columbus Circle,,A/C/B/D/1,EL280,EL,Central Park West & 60 St (NW corner) to uptown 1 platform and access to rest of complex via uptown A/B/C/D platform,Y,Y,N,Street to uptown 1 & A/B/C/D,A/C/B/D/1,125/A24,161/315,614,"314, 1","317, 1",1,"M5, M7, M10, M12, M20, M31, M57 (at 57 St),  M104, X12, X14, X30,  X42 (all at 57 St)/M5, M7, M10, M12, M20, M31, M57 (at 57 St), M104, X12, X14, X42 (all at 57 St)","If you are on the street: Enter on the south side of Columbus Circle and take elevator to uptown A, B, C, D platform. Then proceed north to the elevator for uptown 1. If you are on the mezzanine: See a station agent to re-enter station through the faregate and take elevator at other end of the mezzanine to uptown A, B, C, D platform. Then proceed to other end of platform for elevator to exit at southwest corner of 8 Av and Columbus Circle."
